message_date,sender,message_text,service_type
2025-06-04 22:39:48,Me,"Looking out ahead a bit, my recommendation is to use Cloudflare to purchase domains, since that’s where we are managing the DNS records. Might cost you a buck or two more, if anything (not sure how the pricing compares) but this Namecheap thing seems to be a mess compared to what I’ve seen from other domain services.",iMessage
2025-06-04 22:41:57,Me,"Sorry misread your text. No, there’s nothing from namecheap for those domains.",iMessage
2025-06-04 22:42:55,Me,,iMessage
2025-06-04 22:42:57,Me,$https://cookevillefilmsolutions.com/,iMessage
2025-06-05 06:52:06,Thad Norman,That site is being built right now so don’t have those nor Neighbors logins yet,iMessage
2025-06-05 07:27:28,Me,,iMessage
2025-06-05 08:04:36,Me,FYI this particular email is just saying “Justin accepted the invite link”,iMessage
2025-06-05 08:05:05,Thad Norman,"Right, are you able to see that domain in Namecheap?",iMessage
2025-06-05 08:05:22,Me,Of course. I accepted it,iMessage
2025-06-05 08:06:55,Me,,iMessage
2025-06-05 08:07:35,Me,"Or maybe I didn’t — maybe you did? Shit, I don’t know 🤣 These are the 5 we have access to at the moment though",iMessage
2025-06-05 08:33:20,Thad Norman,I have not logged into that email at all,iMessage
2025-06-05 08:49:48,Me,Ok good so it was me,iMessage
2025-06-05 08:51:27,Me,,iMessage
2025-06-05 08:51:57,Thad Norman,,iMessage
2025-06-05 08:52:06,Me,,iMessage
2025-06-05 08:52:49,Me,Guess that’s why they call it name CHEAP!,iMessage
2025-06-05 08:52:53,Me,😄,iMessage
2025-06-05 10:42:56,Thad Norman,,iMessage
2025-06-05 10:46:46,Thad Norman,Can you remove the location drop down from Redline’s lead form?,iMessage
2025-06-05 10:48:59,Me,Sure thing I’ll get to it as soon as I can,iMessage
2025-06-05 10:49:04,Me,,iMessage
2025-06-05 10:49:15,Thad Norman,Thank you sir,iMessage
2025-06-05 10:49:29,Thad Norman,He’s giving edits based on those half ass website developers,iMessage
2025-06-05 10:49:35,Me,Laughed at “He’s giving edits based on those half ass website developers”,iMessage
2025-06-05 10:49:37,Me,"Of course.iI
NSDictionary",iMessage
2025-06-05 10:50:07,Thad Norman,"My flight takes off in 10, lands around noon. Brittney is available if you need anything while I’m in the air.",iMessage
2025-06-05 10:59:23,Me,,iMessage
2025-06-05 17:51:27,Thad Norman,Sorry for the late text. Do you think we could prioritize Automobilia and change their DNS tomorrow?,iMessage
2025-06-05 17:53:22,Me,Yes,iMessage
2025-06-05 17:53:40,Me,Is this a Namecheaper?,iMessage
2025-06-05 18:41:43,Thad Norman,"I don’t think so, I’ll have to find it tonight for you",iMessage
2025-06-05 22:57:12,Thad Norman,"Just resent Namecheap domain invites for the following domains to the hosting email: 
- ap3-ppf.com
- bakerswindowtint.com
- brownsvilleglasstint.com
- car-window-tinting.com
- ceramic-coating.co
- detailtechky.com
- dlr-construction.co
- grahamrahalservice.com
- guardian-graphics.com
- home-window-tinting.com
- infinite-wellness-nc.com
- lockerhometint.com
- mechanic-near-me.com
- paintprotectionfilmnearme.com
- rahal-motorcycle.com
- replace-windshield.com
- texaswindshieldandtint.com
- trinityautolab.com
- velocity-seo.com",iMessage
2025-06-06 06:23:12,Me,"Emphasized “Just resent Namecheap domain invites for the following domains to the hosting email: 
- ap3-ppf.com
- bakerswindowtint.com
- brownsvilleglasstint.com
- car-window-tinting.com
- ceramic-coating.co
- detailtechky.com
- dlr-construction.co
- grahamrahalservice.com
- guardian-graphics.com
- home-window-tinting.com
- infinite-wellness-nc.com
- lockerhometint.com
- mechanic-near-me.com
- paintprotectionfilmnearme.com
- rahal-motorcycle.com
- replace-windshield.com
- texaswindshieldandtint.com
- trinityautolab.com
- velocity-seo.com”",iMessage
2025-06-06 08:04:02,Thad Norman,It’s gotten ugly,iMessage
2025-06-06 08:07:55,Me,Yikes,iMessage
2025-06-06 08:09:12,Me,So what’s the play?,iMessage
2025-06-06 08:10:56,Me,Does the CRM rely on DNS in any way?,iMessage
2025-06-06 08:12:27,Me,"Dropping the kids off — we can catch up when I get back if you want to. I will get to work on cutting over those sites. The reason I asked about DNS because if the CRMs rely on DNS records from each domain in any way, then you managing the DNS records gives you a layer of control over the existing CMS.",iMessage
2025-06-06 08:50:33,Thad Norman,"CRM doesn’t, I just have to expedite building the new system out now",iMessage
2025-06-06 08:51:26,Thad Norman,,iMessage
2025-06-06 08:54:18,Me,"Do you have a login for Velocity CRM so I can see how it’s all set up? 

I have Christian working with me on migrations but I can have Andrew look at the CRM — he’s my React developer. Shit ton of experience building these things for automotive. We might be able to get you something faster than the other guys.",iMessage
2025-06-06 08:54:27,Me,Even if I can’t it’s worth a look,iMessage
2025-06-06 08:57:56,Me,Working on migrations now but let me know,iMessage
2025-06-06 09:03:50,Thad Norman,,iMessage
2025-06-06 09:08:43,Me,What’s their ETA on delivery?,iMessage
2025-06-06 09:09:15,Me,,iMessage
2025-06-06 09:09:50,Thad Norman,I’ll have to go over it on Monday with him,iMessage
2025-06-06 09:10:02,Thad Norman,I do want more than one person involved eventually,iMessage
2025-06-06 09:10:04,Me,Ok — also just accepted all the domains that were sent via invite,iMessage
2025-06-06 09:10:06,Me,I’ll update the spreadsheet,iMessage
2025-06-06 09:18:38,Me,Oh shit actually I think you did set me up with a demo account!,iMessage
2025-06-06 09:19:18,Me,,iMessage
2025-06-06 09:19:47,Me,,iMessage
2025-06-06 09:57:53,Thad Norman,"All good, I’ll have to change it later, not sure I’ll have time anytime soon",iMessage
2025-06-06 10:38:29,Thad Norman,Did you get a chance to accept this?,iMessage
2025-06-06 11:02:26,Me,Okay that’s fine no rush,iMessage
2025-06-06 11:09:39,Me,Is there an account you want me to use for this? Or should I create a new account using hosting@,iMessage
2025-06-06 11:20:23,Me,Take note of the security question in case you need to reset the password or something,iMessage
2025-06-06 11:26:34,Me,,iMessage
2025-06-06 11:31:32,Me,,iMessage
2025-06-06 12:01:44,Me,This number is the last 6 digits of your cell,iMessage
2025-06-06 12:17:40,Me,"You said you don’t have Elementor Pro licenses, right? Are there any other licenses that you’ll need now that you’re untethering from Bren? Hold off on buying any. Working on your proposal now and I might be able to provide some of these to you because I locked in with some of these plugins when they offered unlimited licenses.",iMessage
2025-06-06 12:22:56,Thad Norman,,iMessage
2025-06-06 12:23:07,Thad Norman,Just need to create one,iMessage
2025-06-06 12:23:44,Thad Norman,"Please offer anything you can, we need everything separate from him",iMessage
2025-06-06 12:24:02,Me,,iMessage
2025-06-06 20:16:02,Me,Automobilia is up!,iMessage
2025-06-06 20:16:09,Me,And so is velocity-seo,iMessage
2025-06-06 20:47:31,Me,Just fired off a test submission for you,iMessage
2025-06-06 20:48:40,Thad Norman,,iMessage
2025-06-06 20:48:43,Thad Norman,,iMessage
2025-06-06 20:48:57,Thad Norman,"I’m with him, he just got it",iMessage
2025-06-06 20:49:03,Thad Norman,I’ll check his CRM tonight,iMessage
2025-06-06 20:49:16,Me,Awesome,iMessage
2025-06-06 20:49:39,Me,"Email and is functioning fine, I assume",iMessage
2025-06-06 21:07:11,Me,"Do you need your clients' local listings managed? Google My Business, Yelp, etc.",iMessage
2025-06-06 21:15:27,Thad Norman,"Worth checking, possibly",iMessage
2025-06-06 21:16:16,Me,Ok,iMessage
2025-06-06 22:07:24,Me,No issues with his email right?,iMessage
2025-06-06 22:34:26,Thad Norman,"As in the notification? Nope, he told me once he got it",iMessage
2025-06-06 22:38:12,Me,,iMessage
2025-06-06 22:40:33,Thad Norman,"Got it, I’ll ask him about that",iMessage
2025-06-06 22:40:53,Me,Sounds good — we should be good. Just making sure.,iMessage
2025-06-06 22:52:06,Me,guardian-graphics.com is live,iMessage
2025-06-06 22:52:23,Thad Norman,,iMessage
2025-06-06 22:58:51,Thad Norman,,iMessage
2025-06-06 22:59:34,Me,Which ones are the main conversion landing page sites?,iMessage
2025-06-06 23:00:45,Thad Norman,https://car-window-tinting.com/,iMessage
2025-06-06 23:07:30,Thad Norman,https://home-window-tinting.com/,iMessage
2025-06-06 23:07:30,Thad Norman,&https://paintprotectionfilmnearme.com/,iMessage
2025-06-06 23:07:32,Thad Norman,https://rahal-motorcycle.com/,iMessage
2025-06-06 23:07:34,Thad Norman,https://grahamrahalservice.com/,iMessage
2025-06-06 23:07:36,Thad Norman,https://replace-windshield.com/,iMessage
2025-06-06 23:16:19,Thad Norman,Here’s a folder with all the GoDaddy DNS settings I’m downloading:,iMessage
2025-06-06 23:16:20,Thad Norman,Thttps://drive.google.com/drive/folders/1fdwDAdEbX_fzsDJTHmZT1vCbGVusHTPK?usp=sharing,iMessage
2025-06-07 08:33:37,Thad Norman,,iMessage
2025-06-07 08:42:51,Me,,iMessage
2025-06-07 09:24:34,Thad Norman,"Good thing we downloaded all the sites when we did, looks like Bren changed my access back to no longer Admin. Simple Details is another one we’ll need to download again. I’ll work with Bren on getting a fresh download. If he doesn’t do it, we can just redo some of the recent work if we have to, not the end of the world. Most important right now is let’s just get all sites live ASAP and can fix the missed stuff after.",iMessage
2025-06-07 09:28:19,Me,Can you make me a list in the google sheet of the ones that need to be redownloaded?,iMessage
2025-06-07 09:28:57,Me,Or a new column that says redownload,iMessage
2025-06-07 09:28:59,Thad Norman,I would just not worry about it right now,iMessage
2025-06-07 09:29:20,Thad Norman,"Let’s get everyone live, we can deal with backtracking after if that’s alright",iMessage
2025-06-07 09:30:00,Me,Yeah it’s going to be easiest to get them all migrated over and then we can overwrite the install with a new copy as needed.,iMessage
2025-06-07 09:30:17,Me,,iMessage
2025-06-07 09:30:54,Thad Norman,,iMessage
2025-06-07 09:31:14,Me,,iMessage
2025-06-07 09:38:44,Thad Norman,"What’s your thoughts on being introduced to some of my larger accounts in the coming weeks? With this Mike bullshit, I would like them to meet some of the new squad. Nothing you’ll need to deal with besides just an intro and a little background overview about you.",iMessage
2025-06-07 10:22:47,Me,"Totally get where you’re coming from and I’m here to support in a way that helps you come out of this looking strong. And yeah—I think it’s important your clients see you’re not reliant on Bren or Mike. You’ve got real talent around you, and by tapping into what I bring, you’re leveraging an agency that’s a powerhouse in its own right. That’s a different league than what Bren was offering. He was more of an order-taker—you’ve got a real strategic partner now. Honestly, I think you frame this as a level-up. That old setup had you boxed in by the dynamic between Bren and Mike.",iMessage
2025-06-07 10:24:03,Me,,iMessage
2025-06-07 10:28:42,Thad Norman,,iMessage
2025-06-07 10:30:42,Me,"Yeah man like understand this. This is your ship. You’re a fucking Phil Jackson, Bill Belicheck. However you want to frame it. You have an eye for opportunities for talent, a strategic vision and you are pretty technically sound for someone who has to split his time between running your biz and also working “for” your clients. We both share similar skills but you’ve really established and fostered relationships over the year, whereas I used to do that but I took a step back to become more technical. So I think there’s fire and gasonline there for ignition.",iMessage
2025-06-07 10:31:49,Thad Norman,1000%,iMessage
2025-06-07 10:36:05,Me,"Like Coach Saban is probably the best example. He relied on star players and star coaches, but despite turnover year after year, he kept finding more. So this isn’t anything you need to apologize over. Which I know you’re not but I’m just backing you up here. This is the best thing to happen to you and your clients. With that being said… Light intros as a strategic partner make total sense . I just want to be intentional about how I show up and what that signals. I’m not stepping into what Bren was doing—and that’s not a knock on him—it’s just a different dynamic. And it’s the best thing for everyone. I’m running my own shop but bringing real capability to the table. If we frame this the right way, I think it actually makes you look even stronger: like you’ve moved on from that old setup and are building with legit partners who’ve got depth. You’re Nick Saban. Coaches leave you to go coach their own teams, players leave you to go pro. Hell, guys come over from being Head Coaches to win titles with you, and then they go win them by themselves again. But you reload every time. So I wouldn’t shy away from it framing it that way.",iMessage
2025-06-07 10:36:45,Me,,iMessage
2025-06-07 10:37:22,Me,,iMessage
2025-06-07 10:40:28,Me,,iMessage
2025-06-07 10:40:46,Me,)😂 ready to run through a brick wall??!,iMessage
2025-06-07 10:46:16,Me,,iMessage
2025-06-07 12:16:07,Me,"ae-ppf.com is migratediI
NSDictionary",iMessage
2025-06-07 12:26:02,Me,dbakerswindowtint.com is done but they probably need to consider switching to Google Workspace email.,iMessage
2025-06-07 12:26:26,Me,,iMessage
2025-06-07 12:35:34,Thad Norman,"Awesome, can’t wait!",iMessage
2025-06-07 12:36:58,Me,"Update. We ran into an issue with bakers. They are in fact using email fowarding so I need to revert back to namecheap and copy the email forwarding settings over to Cloudflare. This should resolve any email issues, but they will need to A) test to make sure they can send and receive emails (I’d wait til around 1:00pm) and B) I would recommend you get them switched over to Google Workspace.",iMessage
2025-06-07 12:37:31,Me,,iMessage
2025-06-07 12:58:40,Me,,iMessage
2025-06-07 14:01:09,Me,What email do you want my invoices sent to? And what billing address should I use? Going to get you set up in QuickBooks,iMessage
2025-06-07 14:02:14,Me,And can you send me a W9 when you get a chance? Thanks man,iMessage
2025-06-07 15:13:37,Thad Norman,Thad@velocity-seo.com please,iMessage
2025-06-07 15:14:58,Thad Norman,"I can get you one, are you alright with card payments? Most platforms do the W9 for you like Square does for me",iMessage
2025-06-07 15:29:46,Me,Yes,iMessage
2025-06-07 17:17:42,Thad Norman,,iMessage
2025-06-07 17:18:04,Thad Norman,,iMessage
2025-06-07 18:03:26,Thad Norman,,iMessage
2025-06-07 18:07:51,Thad Norman,Also saw this on AE’s site when looking at their lead form entries,iMessage
2025-06-07 18:53:54,Thad Norman,,iMessage
2025-06-07 18:56:21,Me,,iMessage
2025-06-07 18:56:28,Me,It’s resolved now,iMessage
